C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|9|The sphere and the associated plane for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|10|The sphere and the associated plane for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|11|3D picture of the surface x=4.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|12|2D picture of the curve x=4.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|13|A picture of the region for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|14|A picture of the region for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|15|A picture of the surface for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|16|A picture of the curve for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|17|A picture of the region for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|18|A picture of the region for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|19|A 3D graph of the given surface.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|20|A 2D graph of the given curve.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|21|A 3D graph of the given surface.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|22|A 2D graph of the given curve.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|23|A 3D graph of the given surface.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|24|A 2D graph of the given curve.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|25|A 3D graph of the given surface.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|26|A 2D graph of the given curve.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|27|A 3D graph of the given surface.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|28|A 2D graph of the given curve.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|29|A 3D graph of the given surface.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|30|A 2D graph of the given curve.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|31|A 3D graph of the given surface.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.1 Worksheet_Solutions.docx|32|A 2D graph of the given curve.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet.docx|1|A list of the options for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet.docx|2|A picture of the points A through G for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet.docx|3|Pictures of vectors a,b,&c and r,s,u,v,&w.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet.docx|4|A picture of the multiple choice options here.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet.docx|5|A picture of the multiple choice options here.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet.docx|6|A picture of the multiple choice options here.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|1|A list of the options for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|2|A picture of the points A through G for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|3|Pictures of the how to create the desired vector.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|4|Pictures of the how to create the desired vector.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|5|Pictures of vectors a,b,&c and r,s,u,v,&w.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|6|A picture of the multiple choice options here.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|7|A picture illustrating 1/2a - b.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|8|A picture of the multiple choice options here.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|9|A picture of the multiple choice options here.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 - 1.4 Worksheet_Solutions.docx|10|A picture of vectors a, b, 3a, and the projection of b onto a.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet.docx|1|A picture of points A,B,C,&D and some connecting lines.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet.docx|2|A picture of vectors a and b.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet.docx|3|A picture of various points and vectors needed for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet.docx|4|A picture of vectors u, v, and w.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|1|A picture of points A,B,C,&D and some connecting lines.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|2|A picture of vectors a and b.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|3|
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|4|
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|5|A picture of the vector 1/2a.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|4|
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|3|A figure showing a+b.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|4|A figure showing a-b.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|5|A picture of the vector 1/2a.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|6|A figure showing -3b.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|7|A figure showing a+2b.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|8|A figure showing 2b-a.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|9|A picture of various points and vectors needed for this question.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|10|A picture of vectors u, v, and w.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.2 Worksheet_Solutions.docx|11|A picture of vectors u, v, and w formed into a triangle.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.3 Worksheet.docx|1|A picture of vectors u, v, and w.  These vectors form a triangle.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.3 Worksheet.docx|2|A picture of vectors u,v,&w that determine a square.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.3 Worksheet_Solutions.docx|1|A picture of vectors u, v, and w.  These vectors form a triangle.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.3 Worksheet_Solutions.docx|2|A picture of vectors u,v,&w that determine a square.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.3 Worksheet_Solutions.docx|3|A picture of a quarter of the square from previous image that is determined by the vectors of u and v.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.3 Worksheet_Solutions.docx|4|A picture of a, b, and the projection of b onto a.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.3 Worksheet_Solutions.docx|5|A picture of a, b, and the projection of b onto a.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.4 Worksheet.docx|1|A picture of the vectors u and v which have an angle of 45 degrees between them.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.4 Worksheet.docx|2|A picture of the vectors u and v which have an angle of 120 degrees between them.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.4 Worksheet.docx|3|A picture vectors a and b.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.4 Worksheet_Solutions.docx|1|A picture of the vectors u and v which have an angle of 45 degrees between them.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.4 Worksheet_Solutions.docx|2|A picture of the vectors u and v which have an angle of 120 degrees between them.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.4 Worksheet_Solutions.docx|3|A picture vectors a and b and their cross product.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.4 Worksheet_Solutions.docx|4|A picture of the vectors of a and b
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.5 Worksheet_Solutions.docx|1|A picture of vectors, a, b, and the projection of b onto a.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.5 Worksheet_Solutions.docx|2|A picture of the given line and point.  A vector u connects the point on the line to the given point.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.5 Worksheet_Solutions.docx|3|A picture of the given line and point.  A vector u connects the point on the line to the given point.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.5 Worksheet_Solutions.docx|4|A picture of the given lines and points on each line.  A vector u connects the points on each line.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.6 Worksheet_Solutions.docx|1|A picture of the line and point inside of the plane.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.6 Worksheet_Solutions.docx|2|A picture of the line and point inside of the plane and connecting vectors.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.6 Worksheet_Solutions.docx|3|A picture of the line and point inside of the plane.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.6 Worksheet_Solutions.docx|4|A picture of the line and point inside of the plane and connecting vectors.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.6 Worksheet_Solutions.docx|5|A picture of a plane with points A and B on either side of the plane.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.6 Worksheet_Solutions.docx|6|A picture of the plane, normal vector and the given point.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.6 Worksheet_Solutions.docx|7|A picture of the plane and triangle of vectors/points.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.6 Worksheet_Solutions.docx|8|A picture of the plane and triangle of vectors/points.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.6 Worksheet_Solutions.docx|9|A picture of two parallel planes, the distance between them.  A point on each plane are connected by a vector.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet.docx|1|A picture of the 4 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet.docx|2|A picture of the 4 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet.docx|3|A picture of the hyperboloid of two sheets.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet.docx|4|A picture of the 6 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet.docx|5|A picture of the 4 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet.docx|6|A picture of the 3 intersections.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet.docx|7|A picture of the 3 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet.docx|8|A picture of the 3 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet_Solutions.docx|1|A picture of the 4 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet_Solutions.docx|2|A picture of the 4 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet_Solutions.docx|3|A picture of the hyperboloid of two sheets.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet_Solutions.docx|4|
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet_Solutions.docx|5|A picture of the 4 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet_Solutions.docx|6|A picture of the 3 intersections.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet_Solutions.docx|7|A picture of the 3 multiple choice options.
C:\Users\me\OneDrive - William Rainey Harper College\Fall 2026\MTH 202\Notes UPDATING\Ch. 1 (Three-Dimensional Space; Vectors)\Worksheets\1.7 Worksheet_Solutions.docx|8|A picture of the 3 multiple choice options.
